Count,Name,Foil,Edition,acquired_price,tcg_mid,tcg_low,foil_price,Condition,Language
"1","Blight Herder","0","Battle for Zendikar","1.10","0.34","0.07","0.91","NM","EN",
"1","Sifter of Skulls","0","Oath of the Gatewatch","0.28","0.47","0.07","1.01","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.52","0.40","0.1","1.06","NM","EN",
"1","Prophet of Distortion","0","Oath of the Gatewatch","0.13","0.20","0.01","0.43","NM","EN",
"1","Sifter of Skulls","0","Oath of the Gatewatch","0.28","0.47","0.07","1.01","NM","EN",
"1","Stone Haven Outfitter","0","Oath of the Gatewatch","0.52","0.40","0.1","1.06","NM","EN",
"1","Prophet of Distortion","0","Oath of the Gatewatch","0.13","0.20","0.01","0.43","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","1.04","0.49","0.2","5.63","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.75","0.34","0.08","0.88","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","1.04","0.49","0.2","5.63","NM","EN",
"1","Hissing Quagmire","0","Oath of the Gatewatch","2.22","1.84","1","5.12","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.75","0.34","0.08","0.88","NM","EN",
"1","Scatter to the Winds","0","Battle for Zendikar","0.75","0.34","0.08","0.88","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","1.04","0.49","0.2","5.63","NM","EN",
"1","Warping Wail","0","Oath of the Gatewatch","1.04","0.49","0.2","5.63","NM","EN",
"1","Grisly Salvage","1","FNM Promos","0.91","-","-","1.22","NM","EN",
"1","Grisly Salvage","1","FNM Promos","0.91","-","-","1.22","NM","EN",
"1","Grisly Salvage","1","FNM Promos","0.91","-","-","1.22","NM","EN",
"1","Grisly Salvage","1","FNM Promos","0.91","-","-","1.22","NM","EN",
"1","Jace's Phantasm","0","Magic 2013","1.22","0.40","0.09","2.33","NM","EN",
"1","Jace's Phantasm","0","Magic 2013","1.22","0.40","0.09","2.33","NM","EN",
"1","Jace's Phantasm","0","Magic 2013","1.22","0.40","0.09","2.33","NM","EN",
"1","Jace's Phantasm","0","Magic 2013","1.22","0.40","0.09","2.33","NM","EN",
"1","Ratchet Bomb","1","Media Promos","1.15","-","-","2.24","NM","EN",
"1","Ratchet Bomb","1","Media Promos","1.15","-","-","2.24","NM","EN",
"1","Ratchet Bomb","1","Media Promos","1.15","-","-","2.24","NM","EN",
"1","Ratchet Bomb","1","Media Promos","1.15","-","-","2.24","NM","EN",
"1","Welding Jar","1","Mirrodin","3.43","2.85","1.49","44.25","NM","EN",
"1","Eldrazi Mimic","1","Oath of the Gatewatch","18.50","0.88","0.3","2.58","NM","EN",
"1","Porphyry Nodes","0","Planar Chaos","2.30","5.00","3","21.49","NM","EN",
"1","Porphyry Nodes","0","Planar Chaos","2.30","5.00","3","21.49","NM","EN",
"1","Porphyry Nodes","0","Planar Chaos","2.30","5.00","3","21.49","NM","EN",
"1","Porphyry Nodes","0","Planar Chaos","2.30","5.00","3","21.49","NM","EN",
"1","Eldrazi Obligator","0","Oath of the Gatewatch","2.06","0.50","0.1","1.80","NM","EN",
"1","Eldrazi Obligator","0","Oath of the Gatewatch","2.06","0.50","0.1","1.80","NM","EN",
"1","Eldrazi Obligator","0","Oath of the Gatewatch","2.06","0.50","0.1","1.80","NM","EN",
"1","Eldrazi Obligator","0","Oath of the Gatewatch","2.06","0.50","0.1","1.80","NM","EN",
"1","Eldrazi Obligator","1","Oath of the Gatewatch","2.06","0.50","0.1","1.80","NM","EN",
"1","Linvala, the Preserver","0","Oath of the Gatewatch","2.99","0.99","0.45","3.96","NM","EN",
"1","Red Sun's Zenith","1","Mirrodin Besieged","2.18","0.72","0.35","2.50","NM","EN",
"1","Suture Priest","0","New Phyrexia","0.35","0.49","0.24","3.99","NM","EN",
"1","Suture Priest","0","New Phyrexia","0.35","0.49","0.24","3.99","NM","EN",
"1","Suture Priest","0","New Phyrexia","0.35","0.49","0.24","3.99","NM","EN",
"1","Elspeth, Sun's Champion","0","Theros","5.09","11.50","9.25","29.99","NM","EN",
"1","Elspeth, Knight-Errant","0","Shards of Alara","13.65","14.99","11.65","44.20","NM","EN",
"1","Gideon, Ally of Zendikar","0","Battle for Zendikar","19.99","7.60","5.29","16.89","NM","EN",
"1","Mana Tithe","0","Planar Chaos","0.74","1.25","0.7","8.83","NM","EN",
"1","Mana Tithe","0","Planar Chaos","0.74","1.25","0.7","8.83","NM","EN",
"1","Mana Tithe","0","Planar Chaos","0.74","1.25","0.7","8.83","NM","EN",
"1","Mana Tithe","0","Planar Chaos","0.74","1.25","0.7","8.83","NM","EN",
"1","Mystifying Maze","0","Magic 2011","1.43","0.99","0.27","4.31","NM","EN",
"1","Forbidden Orchard","0","Champions of Kamigawa","7.32","8.10","6.46","18.60","NM","EN",
"1","Forbidden Orchard","0","Champions of Kamigawa","7.32","8.10","6.46","18.60","NM","EN",
"1","Forbidden Orchard","0","Champions of Kamigawa","7.32","8.10","6.46","18.60","NM","EN",
"1","Forbidden Orchard","0","Champions of Kamigawa","7.32","8.10","6.46","18.60","NM","EN",
"1","Oblivion Ring","0","Lorwyn","0.33","0.35","0.13","5.43","NM","EN",
"1","Oblivion Ring","0","Lorwyn","0.33","0.35","0.13","5.43","NM","EN",
"1","Wrath of God","0","Tenth Edition","6.82","8.99","7.16","32.62","NM","EN",
"1","Wrath of God","0","Tenth Edition","6.82","8.99","7.16","32.62","NM","EN",
"1","Lapse of Certainty","0","Conflux","0.15","0.81","0.12","8.47","NM","EN",
"1","Lapse of Certainty","0","Conflux","0.15","0.81","0.12","8.47","NM","EN",
"1","Lapse of Certainty","0","Conflux","0.15","0.81","0.12","8.47","NM","EN",
"1","Lapse of Certainty","0","Conflux","0.15","0.81","0.12","8.47","NM","EN",
"1","Eidolon of Rhetoric","0","Journey into Nyx","0.25","1.50","0.75","12.00","NM","CT",
"1","Disenchant","0","Time Spiral ""Timeshifted""","0.67","0.84","0.23","7.95","NM","EN",
"1","Disenchant","0","Time Spiral ""Timeshifted""","0.67","0.84","0.23","7.95","NM","EN",
"1","Disenchant","0","Time Spiral ""Timeshifted""","0.67","0.84","0.23","7.95","NM","EN",
"1","Disenchant","0","Time Spiral ""Timeshifted""","0.67","0.84","0.23","7.95","NM","EN",
"1","Initiate of Blood","0","Champions of Kamigawa","0.19","0.23","0.06","0.43","NM","EN",
"1","Timely Reinforcements","0","Magic 2012","3.38","1.90","0.89","23.48","NM","EN",
"1","Mana Tithe","0","Magic Player Rewards","5.00","6.47","4.34","-","NM","EN",
"1","Red Sun's Zenith","0","Mirrodin Besieged","0.49","0.72","0.35","2.50","NM","EN",
"1","Red Sun's Zenith","1","Mirrodin Besieged","2.13","0.72","0.35","2.50","NM","EN",
"1","Green Sun's Zenith","0","Mirrodin Besieged","2.32","9.99","7.52","20.51","NM","EN",
"1","Timely Reinforcements","0","Magic 2012","3.38","1.90","0.89","23.48","NM","EN",
"1","Gate to the AEther","0","Mirrodin","0.62","1.39","0.67","3.56","NM","EN",
"1","Skinwing","0","Mirrodin Besieged","0.17","0.21","0.02","0.30","NM","EN",
"1","Pierce Strider","0","Mirrodin Besieged","0.16","0.20","0.03","0.34","NM","DE",
"1","Flayer Husk","0","Mirrodin Besieged","0.15","0.18","0.05","0.63","NM","EN",
"1","Green Sun's Zenith","0","Mirrodin Besieged","2.32","9.99","7.52","20.51","NM","EN",
"1","Red Sun's Zenith","0","Mirrodin Besieged","0.60","0.72","0.35","2.50","NM","EN",
"1","Hymn to Tourach (Circle)","0","Fallen Empires","0.95","0.57","0.12","-","NM","EN",
"1","Cryptolith Rite","1","Shadows over Innistrad","3.00","4.96","3.53","9.99","NM","EN",
"1","Cryptolith Rite","0","Shadows over Innistrad","4.50","4.96","3.53","9.99","NM","EN",
"1","Mana Tithe","0","Magic Player Rewards","5.00","6.47","4.34","-","NM","EN",
"1","Bloodstained Mire","0","Khans of Tarkir","14.01","35.14","28.99","55.00","NM","EN",
"1","Snapcaster Mage","1","Innistrad","64.17","65.33","52.99","167.66","NM","EN",
"1","Snapcaster Mage","0","Innistrad","64.17","65.33","52.99","167.66","NM","EN",
"1","Venser, Shaper Savant","1","From the Vault: Twenty","18.91","-","-","6.75","NM","EN",
"1","Green Sun's Zenith","1","From the Vault: Twenty","8.99","-","-","11.13","NM","EN",
"1","Gilded Lotus","1","From the Vault: Twenty","14.00","-","-","7.99","NM","EN",
"1","Chainer's Edict","1","From the Vault: Twenty","8.49","-","-","4.52","NM","EN",
"1","Jace, the Mind Sculptor","1","From the Vault: Twenty","76.99","-","-","129.84","NM","EN",
"1","Thran Dynamo","1","From the Vault: Twenty","8.21","-","-","7.11","NM","EN",
"1","Swords to Plowshares","1","From the Vault: Twenty","5.83","-","-","3.08","NM","EN",
"1","Tangle Wire","1","From the Vault: Twenty","5.42","-","-","4.99","NM","EN",
"1","Eldritch Evolution","0","Eldritch Moon","5.73","4.87","3.09","9.99","NM","EN",
"1","Spell Queller","0","Eldritch Moon","4.00","5.79","3","17.38","NM","EN",
"1","Scute Mob","0","Zendikar","1.11","0.66","0.22","2.25","NM","EN",
"1","Searing Blaze","0","Worldwake","1.01","1.75","0.65","9.80","NM","EN",
"1","Searing Blaze","0","Worldwake","1.01","1.75","0.65","9.80","NM","EN",
"1","Shard Volley","0","Morningtide","1.47","0.99","0.48","7.12","NM","EN",
"1","Shard Volley","0","Morningtide","1.47","0.99","0.48","7.12","NM","EN",
"1","Shard Volley","0","Morningtide","1.47","0.99","0.48","7.12","NM","EN",
"1","Shard Volley","0","Morningtide","1.47","0.99","0.48","7.12","NM","EN",
"1","Lightning Bolt","0","Magic 2011","2.29","2.85","1.5","10.79","NM","EN",
"1","Lightning Bolt","0","Magic 2011","2.29","2.85","1.5","10.79","NM","EN",
"1","Lightning Bolt","0","Magic 2011","2.29","2.85","1.5","10.79","NM","EN",
"1","Lightning Bolt","0","Magic 2011","2.29","2.85","1.5","10.79","NM","EN",
"1","Lava Spike","0","Modern Masters","3.57","3.79","2","5.99","NM","EN",
"1","Lava Spike","0","Modern Masters","3.57","3.79","2","5.99","NM","EN",
"1","Eidolon of the Great Revel","0","Journey into Nyx","7.99","5.99","3.99","19.74","NM","EN",
"1","Arid Mesa","0","Zendikar","40.12","43.99","38.38","70.52","NM","EN",
"1","Pyromancer Ascension","0","Zendikar","8.46","5.91","4.29","15.99","NM","EN",
"1","Pyromancer Ascension","0","Zendikar","8.46","5.91","4.29","15.99","NM","EN",
"1","Pyromancer Ascension","0","Zendikar","8.46","5.91","4.29","15.99","NM","EN",
"1","Pyromancer Ascension","1","Zendikar","16.99","5.91","4.29","15.99","NM","EN",
"1","Thing in the Ice","0","Shadows over Innistrad","4.89","15.99","10","27.92","NM","EN",
"1","Thing in the Ice","0","Shadows over Innistrad","4.89","15.99","10","27.92","NM","EN",
"1","Thing in the Ice","0","Shadows over Innistrad","4.89","15.99","10","27.92","NM","EN",
"1","Sleight of Hand","0","Seventh Edition","2.25","2.16","0.95","94.99","NM","EN",
"1","Sleight of Hand","0","Seventh Edition","2.25","2.16","0.95","94.99","NM","EN",
"1","Sleight of Hand","0","Seventh Edition","2.25","2.16","0.95","94.99","NM","EN",
"1","Sleight of Hand","0","Seventh Edition","2.25","2.16","0.95","94.99","NM","EN",
"1","Serum Visions","1","FNM Promos","5.93","-","-","5.30","NM","EN",
"1","Serum Visions","1","FNM Promos","5.93","-","-","5.30","NM","EN",
"1","Serum Visions","1","FNM Promos","5.93","-","-","5.30","NM","EN",
"1","Noxious Revival","0","New Phyrexia","1.52","5.31","3.48","23.74","NM","EN",
"1","Noxious Revival","0","New Phyrexia","1.52","5.31","3.48","23.74","NM","EN",
"1","Noxious Revival","0","New Phyrexia","1.52","5.31","3.48","23.74","NM","EN",
"1","Noxious Revival","0","New Phyrexia","1.52","5.31","3.48","23.74","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Lightning Bolt","0","Magic 2010","2.30","2.82","1.26","11.75","NM","EN",
"1","Visions of Beyond","0","Magic 2012","7.73","3.56","1.89","9.50","NM","EN",
"1","Visions of Beyond","0","Magic 2012","7.73","3.56","1.89","9.50","NM","EN",
"1","Visions of Beyond","0","Magic 2012","7.73","3.56","1.89","9.50","NM","EN",
"1","Visions of Beyond","0","Magic 2012","7.73","3.56","1.89","9.50","NM","EN",
"1","Gitaxian Probe","0","New Phyrexia","0.50","1.71","0.9","7.69","NM","EN",
"1","Gitaxian Probe","0","New Phyrexia","0.50","1.71","0.9","7.69","NM","EN",
"1","Gitaxian Probe","0","New Phyrexia","0.50","1.71","0.9","7.69","NM","EN",
"1","Manamorphose","0","Modern Masters","4.00","19.99","14","36.91","NM","EN",
"1","Manamorphose","0","Modern Masters","3.00","19.99","14","36.91","NM","EN",
"1","Manamorphose","0","Modern Masters","2.00","19.99","14","36.91","NM","EN",
"1","Manamorphose","0","Modern Masters","3.00","19.99","14","36.91","NM","EN",
"1","Lightning Helix","0","Duel Decks: Speed vs. Cunning","5.36","1.99","0.99","-","NM","EN",
"1","Lightning Helix","0","Duel Decks: Speed vs. Cunning","5.36","1.99","0.99","-","NM","EN",
"1","Thought Scour","0","Dark Ascension","0.83","0.46","0.15","6.64","NM","EN",
"1","Thought Scour","0","Dark Ascension","0.83","0.46","0.15","6.64","NM","EN",
"1","Thought Scour","0","Dark Ascension","0.83","0.46","0.15","6.64","NM","EN",
"1","Thought Scour","0","Dark Ascension","0.83","0.46","0.15","6.64","NM","EN",
"1","Steam Vents","0","Return to Ravnica","12.82","13.48","10.25","28.50","NM","EN",
"1","Hallowed Fountain","0","Return to Ravnica","7.51","8.46","6","22.79","NM","EN",
"1","Flooded Strand","0","Khans of Tarkir","9.00","27.16","22.8","49.99","NM","EN",
"1","Flooded Strand","0","Khans of Tarkir","8.00","27.16","22.8","49.99","NM","EN",
"1","Flooded Strand","0","Khans of Tarkir","9.00","27.16","22.8","49.99","NM","EN",
"1","Sacred Foundry","0","Gatecrash","13.30","8.72","5.8","22.00","NM","EN",
"1","Glacial Fortress","0","Magic 2010","2.44","5.51","4.35","12.25","NM","EN",
"1","Wear // Tear","0","Dragon's Maze","0.89","1.85","0.99","14.01","NM","EN",
"1","Wear // Tear","0","Dragon's Maze","0.89","1.85","0.99","14.01","NM","EN",
"1","Dispel","0","Worldwake","0.24","0.25","0.13","11.41","NM","EN",
"1","Dispel","0","Worldwake","0.24","0.25","0.13","11.41","NM","EN",
"1","Path to Exile","0","Conflux","4.00","10.87","8.44","15.10","NM","EN",
"1","Path to Exile","0","Conflux","4.00","10.87","8.44","15.10","NM","EN",
"1","Monastery Mentor","0","Fate Reforged","11.70","20.00","18.49","49.95","NM","EN",
"1","Misty Rainforest","0","Zendikar","44.54","70.00","62.96","118.95","NM","EN",
"1","Entreat the Angels","0","Avacyn Restored","4.45","2.49","0.89","12.87","NM","EN",
"1","Terminus","1","Modern Masters 2017","3.71","3.99","2.5","11.57","NM","EN",
"1","Orzhov Signet","1","Modern Masters 2017","3.21","0.40","0.15","3.00","NM","EN",
"1","Terminate","0","Modern Masters 2017","1.05","1.00","0.5","2.19","NM","EN",
"1","Flickerwisp","1","Modern Masters 2017","5.43","0.80","0.41","3.01","NM","EN",
"1","Serum Visions","0","Modern Masters 2017","1.86","3.93","3","5.67","NM","EN",
"1","Serum Visions","0","Modern Masters 2017","1.86","3.93","3","5.67","NM","EN",
"1","Might of Old Krosa","0","Modern Masters 2017","2.35","1.18","0.57","2.64","NM","EN",
"1","Might of Old Krosa","0","Modern Masters 2017","2.35","1.18","0.57","2.64","NM","EN",
"1","Scavenging Ooze","0","Modern Masters 2017","2.50","4.77","3","6.02","NM","EN",
"1","Phantasmal Image","0","Modern Masters 2017","2.60","16.04","11.7","28.25","NM","EN",
"1","Entreat the Angels","0","Modern Masters 2017","2.63","2.18","0.8","6.91","NM","EN",
"1","Stony Silence","0","Modern Masters 2017","3.49","8.49","5.81","15.27","NM","EN",
"1","Cyclonic Rift","0","Modern Masters 2017","3.75","23.31","17.99","36.49","NM","EN",
"1","Gifts Ungiven","0","Modern Masters 2017","3.75","3.20","1","6.99","NM","EN",
"1","Inquisition of Kozilek","0","Modern Masters 2017","4.28","4.99","3.01","13.99","NM","EN",
"1","Path to Exile","1","Modern Masters 2017","11.86","10.09","6","12.13","NM","EN",
"1","Path to Exile","1","Modern Masters 2017","11.86","10.09","6","12.13","NM","EN",
"1","Path to Exile","1","Modern Masters 2017","11.86","10.09","6","12.13","NM","EN",
"1","Verdant Catacombs","0","Modern Masters 2017","39.95","75.48","70","109.97","NM","EN",
"1","Misty Rainforest","0","Modern Masters 2017","31.49","76.00","64.98","117.00","NM","EN",
"1","Arid Mesa","0","Modern Masters 2017","28.34","46.00","37.96","65.49","NM","EN",
"1","Path to Exile","1","Modern Masters 2017","11.86","10.09","6","12.13","NM","EN",
"1","Path to Exile","0","Modern Masters 2017","6.94","10.09","6","12.13","NM","EN",
"1","Path to Exile","0","Modern Masters 2017","6.94","10.09","6","12.13","NM","EN",
"1","Gifts Ungiven","0","Modern Masters","9.39","3.69","1","8.38","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Peek","0","Odyssey","0.38","0.45","0.22","18.89","NM","EN",
"1","Gaddock Teeg","0","Ultimate Masters","10.65","7.88","4.77","11.99","NM","EN",
"1","Vindicate","0","Eternal Masters","5.78","4.54","2.5","9.55","NM","EN",
"1","Vindicate","0","Eternal Masters","5.78","4.54","2.5","9.55","NM","EN",
"1","Explore","0","Duel Decks: Elspeth vs. Kiora","0.50","0.31","0.13","-","NM","EN",
"1","Shardless Agent","0","Eternal Masters","3.00","1.89","0.77","7.96","NM","EN",
"1","Shardless Agent","0","Eternal Masters","3.00","1.89","0.77","7.96","NM","EN",
"1","Shardless Agent","0","Eternal Masters","3.00","1.89","0.77","7.96","NM","EN",
"1","Shardless Agent","0","Eternal Masters","3.00","1.89","0.77","7.96","NM","EN",
"1","Baleful Strix","0","Commander 2016","2.53","8.50","6.75","-","NM","EN",
"1","Baleful Strix","0","Commander 2016","2.53","8.50","6.75","-","NM","EN",
"1","Toxic Deluge","0","Eternal Masters","6.02","28.50","24","77.62","NM","EN",
"1","Hymn to Tourach","0","Eternal Masters","1.25","1.24","0.5","3.39","NM","EN",
"1","Brainstorm","0","Ice Age","0.89","0.90","0.44","-","NM","EN",
"1","Brainstorm","0","Ice Age","0.89","0.90","0.44","-","NM","EN",
"1","Brainstorm","0","Ice Age","0.89","0.90","0.44","-","NM","EN",
"1","Brainstorm","0","Ice Age","0.89","0.90","0.44","-","NM","EN",
"1","Force of Will","0","Alliances","60.00","119.35","100","-","NM","EN",
"1","Force of Will","0","Alliances","65.00","119.35","100","-","NM","EN",
"1","Force of Will","0","Alliances","50.00","119.35","100","-","NM","EN",
"1","Polluted Delta","0","Khans of Tarkir","15.03","30.36","24","59.97","NM","EN",
"1","Polluted Delta","0","Khans of Tarkir","15.03","30.36","24","59.97","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Phantasmal Bear","1","Magic 2012","1.36","0.15","0.04","1.12","NM","EN",
"1","Peek","0","Odyssey","0.15","0.45","0.22","18.89","NM","EN",
"1","Ruination","0","Stronghold","2.22","4.49","3.31","-","NM","EN",
"1","Ruination","0","Stronghold","2.22","4.49","3.31","-","NM","EN",
"1","Ruination","0","Stronghold","2.22","4.49","3.31","-","NM","EN",
"1","Ruination","0","Stronghold","2.22","4.49","3.31","-","NM","EN",
"1","Ruination","0","Stronghold","2.22","4.49","3.31","-","NM","EN",
"1","Disallow","0","Aether Revolt","3.50","3.99","2.5","7.70","NM","EN",
"1","Path to Exile","0","Archenemy","10.21","10.42","8.31","-","NM","EN",
"1","Relic of Progenitus","0","Modern Masters","2.04","4.57","3.05","8.27","NM","EN",
"1","Relic of Progenitus","0","Modern Masters","2.04","4.57","3.05","8.27","NM","EN",
"1","Kaervek the Merciless","1","Time Spiral","7.90","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Kaervek the Merciless","0","Time Spiral","1.00","7.19","6.04","28.35","NM","EN",
"1","Inquisition of Kozilek","0","Conspiracy: Take the Crown","7.02","5.19","3.44","16.43","NM","EN",
"1","Underground Sea","0","Revised Edition","90.00","604.02","450","-","NM","EN",
"1","Dismal Backwater","0","Fate Reforged","0.16","0.17","0.07","0.73","NM","EN",
"1","Savannah","0","Revised Edition","81.82","183.49","123","-","NM","EN",
"1","Scavenging Ooze","0","Commander 2016","3.59","4.45","3.25","-","NM","EN",
"1","Lightning Bolt","0","Modern Masters 2015 Edition","3.38","3.00","2","6.67","NM","EN",
"1","Grave Upheaval","0","Commander 2016","0.25","0.39","0.1","-","NM","EN",
"1","Waste Not","0","Commander 2016","3.00","5.84","4.4","-","NM","EN",
"1","Disallow","0","Aether Revolt","5.17","3.99","2.5","7.70","NM","EN",
"1","Wall of Blossoms","0","Planechase Anthology","0.65","1.38","0.76","-","NM","EN",
"1","Glint-Eye Nephilim","0","Commander 2016","0.26","0.39","0.11","-","NM","EN",
"1","Fatal Push","0","Aether Revolt","5.40","3.72","2.13","11.82","NM","EN",
"1","Forest","0","Kaladesh","0.25","0.19","0.1","0.71","NM","EN",
"1","Rakdos Carnarium","0","Commander 2013 Edition","0.27","0.25","0.09","-","NM","EN",
"1","Mountain","0","Duel Decks: Mind vs. Might","0.19","0.19","0.05","0.70","NM","EN",
"1","Mountain","0","Kaladesh","0.20","0.21","0.1","0.75","NM","EN",
"1","Swamp","0","Commander 2016","0.44","0.44","0.08","2.67","NM","EN",
"1","Air Elemental (IE)","0","International Edition","0.31","1.38","0.76","-","NM","EN",
"1","Air Elemental (IE)","0","International Edition","4.00","1.38","0.76","-","NM","EN",
"1","Engineered Explosives","1","Ultimate Masters","49.97","23.43","18","34.99","NM","EN",
"1","Karakas","0","Ultimate Masters","46.99","20.99","16","33.99","NM","EN",
"1","Heroic Intervention","0","Aether Revolt","1.25","8.56","5.4","15.64","NM","EN",
"1","Heroic Intervention","0","Aether Revolt","1.25","8.56","5.4","15.64","NM","EN",
"1","Heroic Intervention","0","Aether Revolt","1.25","8.56","5.4","15.64","NM","EN",
"1","Citadel Siege","0","Fate Reforged","0.26","0.36","0.08","1.15","NM","EN",
"1","Citadel Siege","0","Fate Reforged","0.26","0.36","0.08","1.15","NM","EN",
"1","Foundry Assembler","0","AETHER REVOLT","0.15","0.12","0.01","0.24","NM","EN",
"1","Zealous Conscripts","1","Modern Masters 2017","1.20","0.91","0.5","2.18","NM","EN",
"1","Youthful Knight","0","Archenemy: Nicol Bolas","0.15","0.14","0.04","-","NM","EN",
"1","Youthful Knight","0","Archenemy: Nicol Bolas","0.15","0.14","0.04","-","NM","EN",
"1","Wort, the Raidmother","1","Modern Masters 2017","1.95","0.50","0.15","1.69","NM","EN",
"1","Abyssal Specter","0","Modern Masters 2017","0.20","0.23","0.03","0.35","NM","EN",
"1","Abyssal Specter","0","Modern Masters 2017","0.20","0.23","0.03","0.35","NM","EN",
"1","Abyssal Specter","0","Modern Masters 2017","0.20","0.23","0.03","0.35","NM","EN",
"1","Abyssal Specter","0","Modern Masters 2017","0.20","0.23","0.03","0.35","NM","EN",
"1","Abyssal Specter","0","Modern Masters 2017","0.20","0.23","0.03","0.35","NM","EN",
"1","Abrupt Decay","0","Modern Masters 2017","4.45","3.06","1.75","12.01","NM","EN",
"1","Eldritch Evolution","0","Eldritch Moon","1.43","4.87","3.09","9.99","NM","EN",
"1","Zur the Enchanter","0","Modern Masters 2017","1.03","1.14","0.67","4.99","NM","EN",
"1","Path to Exile","0","Conflux","7.95","10.87","8.44","15.10","NM","EN",
"1","Path to Exile","0","Conflux","7.95","10.87","8.44","15.10","NM","EN",
"1","Jace, the Mind Sculptor","1","From the Vault: Twenty","140.00","-","-","129.84","NM","EN",
"1","Karakas","0","Ultimate Masters","24.80","20.99","16","33.99","NM","EN",
"1","Abolish","0","Duel Decks: Elspeth vs. Tezzeret","0.26","0.26","0.1","-","NM","EN",
"1","Tarmogoyf","0","Future Sight","108.74","79.47","55","716.22","NM","EN",
"1","Madblind Mountain","0","Shadowmoor","0.29","0.34","0.15","6.45","NM","EN",
"1","Ulvenwald Bear","0","Dark Ascension","0.15","0.15","0.02","0.26","NM","EN",
"1","Ulamog's Nullifier","0","Battle for Zendikar","0.22","0.22","0.01","0.54","NM","EN",
"1","Uktabi Faerie","0","Mirage","0.15","0.16","0.04","-","NM","EN",
"1","Ulamog's Despoiler","0","Battle for Zendikar","0.23","0.21","0.04","0.39","NM","EN",
"1","Typhoid Rats","0","Fate Reforged","0.17","0.16","0.02","0.33","NM","EN",
"1","Uncanny Speed","0","Avacyn Restored","0.15","0.14","0.02","0.26","NM","EN",
"1","Ulamog's Reclaimer","0","Battle for Zendikar","0.20","0.19","0.01","0.39","NM","EN",
"1","Ulvenwald Captive","0","Eldritch Moon","0.17","0.19","0.03","0.46","NM","EN",
"1","Umara Entangler","0","Oath of the Gatewatch","0.14","0.13","0.01","0.25","NM","EN",
"1","Containment Priest","0","Ultimate Masters","8.25","4.79","3","21.49","NM","EN",
"1","Gamble","0","Ultimate Masters","3.19","3.84","2","8.00","NM","EN",
"1","All Is Dust","0","Ultimate Masters","6.90","6.76","4.96","9.98","NM","EN",
"1","Lava Spike","0","Ultimate Masters","2.26","3.00","1.5","4.99","NM","EN",
"1","Kitchen Finks","0","Ultimate Masters","2.55","2.38","0.99","3.99","NM","EN",
"1","Eternal Witness","0","Ultimate Masters","3.04","4.26","2.96","9.57","NM","EN",
"1","Karakas","0","Ultimate Masters","24.97","20.99","16","33.99","NM","EN",
"1","Kozilek, Butcher of Truth","0","Ultimate Masters","20.05","29.74","26.73","39.95","NM","EN",
"1","Mana Vault","0","Ultimate Masters","24.97","34.99","32.9","84.72","NM","EN",
"1","Flagstones of Trokair","0","Ultimate Masters","4.44","3.85","2.75","9.35","NM","EN",
"1","Runed Halo","0","Ultimate Masters","6.74","4.14","2.5","9.99","NM","EN",
"1","Phyrexian Altar","0","Ultimate Masters","16.48","18.04","14","31.75","NM","EN",
"1","Entomb","0","Ultimate Masters","5.56","7.51","5.5","11.28","NM","EN",
